,_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
12,677b2b4ab2e729f9a8725e58,Dashboards com Power BI,livros,41.76,2.7546988942,01/02/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
13,677b2b4ab2e729f9a8725e5b,Bola de vôlei,esporte e lazer,55.1,3.2170351457,01/02/2023,Bianca Santos,SP,1,cartao_credito,4,-22.19,-48.79
14,677b2b4ab2e729f9a8725e62,Assistente virtual,eletronicos,214.5,9.0059187638,01/02/2023,Thiago Silva,BA,5,cartao_credito,10,-13.29,-41.71
15,677b2b4ab2e729f9a8725e71,Micro-ondas,eletrodomesticos,930.94,47.1541934231,01/03/2021,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
16,677b2b4ab2e729f9a8725e73,Celular ABXY,eletronicos,1100.5,59.2853264023,01/03/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
17,677b2b4ab2e729f9a8725e82,Bicicleta,esporte e lazer,406.16,22.3138102573,01/03/2023,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
18,677b2b4ab2e729f9a8725e88,Assistente virtual,eletronicos,180.46,10.295964254,01/04/2021,Lucas Oliveira,PE,1,cartao_credito,4,-8.38,-37.86
19,677b2b4ab2e729f9a8725e89,Boneca bebê,brinquedos,67.88,4.1406707791,01/04/2021,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
20,677b2b4ab2e729f9a8725e8e,Panela de pressão,utilidades domesticas,94.58,2.6205395316,01/04/2021,Juliana Costa,DF,5,cartao_credito,10,-15.83,-47.86
21,677b2b4ab2e729f9a8725e90,Iniciando em programação,livros,83.18,5.1160969115,01/04/2021,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
22,677b2b4ab2e729f9a8725e93,Celular ABXY,eletronicos,1578.34,81.6262957825,01/04/2021,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
23,677b2b4ab2e729f9a8725e94,Guarda roupas,moveis,666.47,33.0719615556,01/04/2022,Rafael Costa,MA,5,boleto,1,-5.42,-45.44
24,677b2b4ab2e729f9a8725e95,Cômoda,moveis,331.48,15.2347518407,01/04/2022,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
25,677b2b4ab2e729f9a8725ea3,Geladeira,eletrodomesticos,2405.84,129.5028576086,01/05/2021,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
26,677b2b4ab2e729f9a8725eab,Mesa de centro,moveis,282.19,12.6102076249,01/05/2022,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
27,677b2b4ab2e729f9a8725eae,Mesa de centro,moveis,277.62,15.0712066192,01/05/2022,Lucas Oliveira,SC,5,cartao_credito,1,-27.45,-50.95
28,677b2b4ab2e729f9a8725eb7,Boneca bebê,brinquedos,71.38,4.0895470723,01/06/2021,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
29,677b2b4ab2e729f9a8725ec2,Bola de basquete,esporte e lazer,70.87,1.3580533608,01/06/2022,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
30,677b2b4ab2e729f9a8725ed1,Dashboards com Power BI,livros,46.87,0.0,01/07/2021,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
31,677b2b4ab2e729f9a8725ed3,Mesa de centro,moveis,238.33,20.488406616,01/07/2021,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
32,677b2b4ab2e729f9a8725ed9,Cadeira de escritório,moveis,496.37,27.3700570508,01/07/2021,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
33,677b2b4ab2e729f9a8725edd,Celular ABXY,eletronicos,1594.69,82.4968840951,01/07/2022,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
34,677b2b4ab2e729f9a8725edf,Blocos de montar,brinquedos,44.17,2.640696431,01/07/2022,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
35,677b2b4ab2e729f9a8725ee3,Modelagem preditiva,livros,105.99,3.2280877057,01/07/2022,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
36,677b2b4ab2e729f9a8725ef1,Geladeira,eletrodomesticos,2779.44,148.5279228476,01/08/2021,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
37,677b2b4ab2e729f9a8725ef8,Modelagem preditiva,livros,101.54,14.5010858917,01/08/2021,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
38,677b2b4ab2e729f9a8725f00,Jogo de copos,utilidades domesticas,45.01,2.9277516169,01/08/2022,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
39,677b2b4ab2e729f9a8725f01,Corda de pular,esporte e lazer,10.08,1.0629946648,01/08/2022,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
40,677b2b4ab2e729f9a8725f02,Boneca bebê,brinquedos,51.46,0.0,01/08/2022,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
41,677b2b4ab2e729f9a8725f1f,Secadora de roupas,eletrodomesticos,1454.34,75.0236688246,01/09/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
42,677b2b4ab2e729f9a8725f20,Lavadora de roupas,eletrodomesticos,2017.54,107.7110613339,01/09/2022,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
43,677b2b4ab2e729f9a8725f26,Poltrona,moveis,275.98,14.9782306495,01/10/2021,Bianca Santos,RJ,5,cartao_credito,4,-22.25,-42.66
44,677b2b4ab2e729f9a8725e32,Mesa de centro,moveis,282.22,12.6118050347,01/01/2021,João Souza,SP,3,boleto,1,-22.19,-48.79
45,677b2b4ab2e729f9a8725e42,Xadrez de madeira,brinquedos,44.82,3.2749453383,01/01/2023,Bianca Santos,PR,5,cupom,1,-24.89,-51.55
46,677b2b4ab2e729f9a8725e49,Guitarra,instrumentos musicais,957.84,51.5283634201,01/02/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
47,677b2b4ab2e729f9a8725e4a,Ciência de dados com python,livros,72.75,1.458157705,01/02/2021,Beatriz Moraes,PR,4,cartao_credito,2,-24.89,-51.55
48,677b2b4ab2e729f9a8725e4d,Iniciando em programação,livros,61.73,0.0,01/02/2021,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
49,677b2b4ab2e729f9a8725e50,Dashboards com Power BI,livros,57.63,9.3105595123,01/02/2022,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
50,677b2b4ab2e729f9a8725e51,Copo térmico,esporte e lazer,50.31,0.0,01/02/2022,Beatriz Moraes,RJ,1,cartao_credito,2,-22.25,-42.66
51,677b2b4ab2e729f9a8725e5c,Cômoda,moveis,417.02,19.7894995019,01/02/2023,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
52,677b2b4ab2e729f9a8725e5d,Fone de ouvido,eletronicos,108.12,6.6969125635,01/02/2023,Beatriz Moraes,PR,4,cartao_credito,5,-24.89,-51.55
53,677b2b4ab2e729f9a8725e60,Modelagem preditiva,livros,70.49,1.337819504,01/02/2023,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
54,677b2b4ab2e729f9a8725e6f,Fogão,eletrodomesticos,1378.02,74.7745347061,01/03/2021,Beatriz Moraes,MS,5,boleto,1,-20.51,-54.54
55,677b2b4ab2e729f9a8725e72,Corda de pular,esporte e lazer,32.96,11.3359643772,01/03/2022,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
56,677b2b4ab2e729f9a8725e74,Bola de vôlei,esporte e lazer,54.42,3.1808271914,01/03/2022,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
57,677b2b4ab2e729f9a8725e75,Guarda roupas,moveis,663.54,36.0185209544,01/03/2022,Juliana Costa,RS,3,cartao_credito,10,-30.17,-53.5
58,677b2b4ab2e729f9a8725e7c,Pandeiro,instrumentos musicais,109.52,3.416049586,01/03/2022,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
59,677b2b4ab2e729f9a8725e7d,Lavadora de roupas,eletrodomesticos,1732.36,89.8273974282,01/03/2022,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
60,677b2b4ab2e729f9a8725e7e,Modelagem preditiva,livros,71.64,1.3990535443,01/03/2023,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
61,677b2b4ab2e729f9a8725e80,Dashboards com Power BI,livros,43.35,3.2481049178,01/03/2023,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
62,677b2b4ab2e729f9a8725e83,Cama box,moveis,834.98,44.9912775682,01/03/2023,Mariana Ferreira,SP,1,cartao_credito,3,-22.19,-48.79
63,677b2b4ab2e729f9a8725e8a,Bicicleta,esporte e lazer,773.72,41.729366863,01/04/2021,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
64,677b2b4ab2e729f9a8725e8c,Pandeiro,instrumentos musicais,58.75,6.292077079,01/04/2021,Juliana Costa,SP,3,cupom,1,-22.19,-48.79
65,677b2b4ab2e729f9a8725ea2,Celular Plus X42,eletronicos,2842.86,151.6568684382,01/05/2021,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
66,677b2b4ab2e729f9a8725ea5,Ciência de dados com python,livros,58.61,4.0606540096,01/05/2021,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
67,677b2b4ab2e729f9a8725eaf,Cadeira de escritório,moveis,403.02,21.9907070783,01/05/2022,Juliana Costa,MG,1,boleto,1,-18.1,-44.38
68,677b2b4ab2e729f9a8725eba,Mesa de centro,moveis,214.27,11.9403374145,01/06/2021,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
69,677b2b4ab2e729f9a8725ebc,Boneca bebê,brinquedos,78.61,4.4688719181,01/06/2021,Lucas Oliveira,MG,5,cartao_debito,1,-18.1,-44.38
70,677b2b4ab2e729f9a8725ebd,Cama king,moveis,897.42,48.0680411071,01/06/2021,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
71,677b2b4ab2e729f9a8725ec5,Cômoda,moveis,430.76,30.4922543858,01/06/2022,Thiago Silva,RJ,5,cartao_credito,4,-22.25,-42.66
72,677b2b4ab2e729f9a8725ed4,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,01/07/2021,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
73,677b2b4ab2e729f9a8725ed8,Smart TV,eletronicos,2179.74,116.3477233708,01/07/2021,Mariana Ferreira,DF,5,cartao_credito,1,-15.83,-47.86
74,677b2b4ab2e729f9a8725ee0,Celular Plus X42,eletronicos,3386.44,177.9021812878,01/07/2022,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
75,677b2b4ab2e729f9a8725ef2,Smartwatch,eletronicos,269.3,14.6225407456,01/08/2021,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
76,677b2b4ab2e729f9a8725ef6,TV Led UHD 4K,eletronicos,3158.33,175.973580586,01/08/2021,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
77,677b2b4ab2e729f9a8725ef7,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,01/08/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
78,677b2b4ab2e729f9a8725efa,Guitarra,instrumentos musicais,946.34,47.9741970936,01/08/2021,Felipe Santos,SP,2,cartao_credito,3,-22.19,-48.79
79,677b2b4ab2e729f9a8725efc,Lava louças,eletrodomesticos,1604.75,85.9792142893,01/08/2021,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
80,677b2b4ab2e729f9a8725efe,Smartwatch,eletronicos,237.47,14.2973574466,01/08/2022,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
81,677b2b4ab2e729f9a8725f03,Blocos de montar,brinquedos,39.27,0.0,01/08/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
82,677b2b4ab2e729f9a8725f14,Assistente virtual,eletronicos,288.45,16.2475099009,01/09/2021,Camila Ribeiro,RS,3,cartao_credito,8,-30.17,-53.5
83,677b2b4ab2e729f9a8725f17,Poltrona,moveis,328.18,15.0590367685,01/09/2021,Lucas Oliveira,BA,5,cartao_credito,5,-13.29,-41.71
84,677b2b4ab2e729f9a8725f1a,TV Led UHD 4K,eletronicos,3655.0,194.9008801932,01/09/2021,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
85,677b2b4ab2e729f9a8725f1d,Celular ABXY,eletronicos,1200.6,64.2114640192,01/09/2022,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
86,677b2b4ab2e729f9a8725f1e,Mochila,esporte e lazer,147.24,8.5270991932,01/09/2022,Isabella Pereira,PR,5,cartao_credito,4,-24.89,-51.55
87,677b2b4ab2e729f9a8725f2a,Ciência de dados com python,livros,80.32,1.8612374314,01/10/2021,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
88,677b2b4ab2e729f9a8725f2d,Headset,eletronicos,145.74,8.043342464,01/10/2022,Bruno Rodrigues,MG,1,boleto,1,-18.1,-44.38
89,677b2b4ab2e729f9a8725f33,Cubo mágico 8x8,brinquedos,17.1,1.4367885458,01/10/2022,Lucas Oliveira,SP,1,cartao_credito,4,-22.19,-48.79
90,677b2b4ab2e729f9a8725e30,Xadrez de madeira,brinquedos,25.23,0.0,01/01/2021,Thiago Silva,BA,5,cartao_credito,2,-13.29,-41.71
91,677b2b4ab2e729f9a8725e31,Impressora,eletronicos,322.04,14.7321002401,01/01/2021,João Souza,SP,3,cartao_credito,1,-22.19,-48.79
92,677b2b4ab2e729f9a8725e34,Fogão,eletrodomesticos,791.81,42.4446263246,01/01/2021,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
93,677b2b4ab2e729f9a8725e36,Geladeira,eletrodomesticos,2322.94,121.2740057251,01/01/2022,Thiago Silva,RS,5,cartao_credito,10,-30.17,-53.5
94,677b2b4ab2e729f9a8725e40,Pandeiro,instrumentos musicais,47.05,2.7883968633,01/01/2023,Bianca Santos,RS,5,cartao_credito,6,-30.17,-53.5
95,677b2b4ab2e729f9a8725e48,Ciência de dados com python,livros,86.13,5.2731755368,01/02/2021,Camila Ribeiro,RJ,4,cartao_credito,3,-22.25,-42.66
96,677b2b4ab2e729f9a8725e4b,Cama box,moveis,819.22,43.9041263642,01/02/2021,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
97,677b2b4ab2e729f9a8725e59,Ciência de dados com python,livros,82.15,1.958679426,01/02/2023,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
98,677b2b4ab2e729f9a8725e5e,Lava louças,eletrodomesticos,1702.95,88.2614034053,01/02/2023,João Souza,PR,2,cartao_credito,10,-24.89,-51.55
99,677b2b4ab2e729f9a8725e5f,TV Led UHD 4K,eletronicos,2404.01,125.5907393338,01/02/2023,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
100,677b2b4ab2e729f9a8725e61,Dashboards com Power BI,livros,40.98,0.0,01/02/2023,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
101,677b2b4ab2e729f9a8725e6c,Lavadora de roupas,eletrodomesticos,2034.43,108.8583816384,01/03/2021,Thiago Silva,RS,5,cartao_credito,2,-30.17,-53.5
102,677b2b4ab2e729f9a8725e6e,Xadrez de madeira,brinquedos,28.76,0.0,01/03/2021,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
103,677b2b4ab2e729f9a8725e70,Cubo mágico 8x8,brinquedos,14.52,3.9369626407,01/03/2021,Thiago Silva,DF,5,cartao_credito,5,-15.83,-47.86
104,677b2b4ab2e729f9a8725e7a,Ciência de dados com python,livros,50.51,10.2450858314,01/03/2022,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
105,677b2b4ab2e729f9a8725e7f,Bateria,instrumentos musicais,535.83,26.1157745734,01/03/2023,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
106,677b2b4ab2e729f9a8725e81,Dinossauro Rex,brinquedos,28.71,2.2157332793,01/03/2023,Bruno Rodrigues,RJ,5,cartao_credito,7,-22.25,-42.66
107,677b2b4ab2e729f9a8725e8b,Lavadora de roupas,eletrodomesticos,1822.44,94.6238864312,01/04/2021,Thiago Silva,MS,3,cartao_credito,5,-20.51,-54.54
108,677b2b4ab2e729f9a8725e8f,Mesa de centro,moveis,217.42,19.3750120217,01/04/2021,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
109,677b2b4ab2e729f9a8725e91,Boneca bebê,brinquedos,51.2,3.2573504949,01/04/2021,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
110,677b2b4ab2e729f9a8725e96,Impressora,eletronicos,363.8,20.0582676933,01/04/2022,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
111,677b2b4ab2e729f9a8725e98,Ciência de dados com python,livros,75.04,1.5800933158,01/04/2022,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
112,677b2b4ab2e729f9a8725ea6,Micro-ondas,eletrodomesticos,1034.13,55.5954159446,01/05/2021,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
113,677b2b4ab2e729f9a8725ea7,Tablet ABXY,eletronicos,1642.22,85.0277136057,01/05/2022,Lucas Oliveira,SP,4,cartao_credito,6,-22.19,-48.79
114,677b2b4ab2e729f9a8725ea8,Mesa de jantar,moveis,360.0,19.4520428834,01/05/2022,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
115,677b2b4ab2e729f9a8725eac,Tablet ABXY,eletronicos,1754.04,93.6804790483,01/05/2022,Rafael Costa,MG,5,cartao_credito,8,-18.1,-44.38
116,677b2b4ab2e729f9a8725ebf,Mesa de jantar,moveis,317.11,17.1682794138,01/06/2022,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
117,677b2b4ab2e729f9a8725ec1,Xadrez de madeira,brinquedos,37.57,0.0,01/06/2022,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
118,677b2b4ab2e729f9a8725ec6,Copo térmico,esporte e lazer,72.03,5.2344961512,01/06/2022,Felipe Santos,CE,5,cartao_credito,8,-5.2,-39.53
119,677b2b4ab2e729f9a8725ec7,Corda de pular,esporte e lazer,13.3,0.0,01/06/2022,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
120,677b2b4ab2e729f9a8725ec8,Sofá retrátil,moveis,860.42,43.3992155757,01/06/2022,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
121,677b2b4ab2e729f9a8725eca,Cubo mágico 8x8,brinquedos,12.83,2.0822742487,01/06/2022,Mariana Ferreira,SP,5,cartao_credito,7,-22.19,-48.79
122,677b2b4ab2e729f9a8725ecb,Boneca bebê,brinquedos,77.75,11.9419632143,01/06/2022,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
123,677b2b4ab2e729f9a8725ed0,Dinossauro Rex,brinquedos,24.39,1.8297986502,01/07/2021,Bianca Santos,MG,4,cartao_credito,6,-18.1,-44.38
124,677b2b4ab2e729f9a8725ed2,Mesa de centro,moveis,238.81,13.2470185882,01/07/2021,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
125,677b2b4ab2e729f9a8725ed6,Cama box,moveis,664.41,32.9622727529,01/07/2021,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
126,677b2b4ab2e729f9a8725ed7,Geladeira,eletrodomesticos,3309.16,173.7872537772,01/07/2021,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
127,677b2b4ab2e729f9a8725eda,Iniciando em programação,livros,56.9,3.560858347,01/07/2021,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
128,677b2b4ab2e729f9a8725edb,Corda de pular,esporte e lazer,26.63,1.9490719113,01/07/2022,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
129,677b2b4ab2e729f9a8725ee1,Xadrez de madeira,brinquedos,31.39,0.0,01/07/2022,João Souza,RS,2,cartao_credito,5,-30.17,-53.5
130,677b2b4ab2e729f9a8725ee2,Headset,eletronicos,281.02,15.2465954871,01/07/2022,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
131,677b2b4ab2e729f9a8725eef,Cama box,moveis,644.88,31.922359007,01/08/2021,Larissa Alves,TO,3,cartao_credito,5,-9.46,-48.26
132,677b2b4ab2e729f9a8725ef0,Lava louças,eletrodomesticos,1304.52,67.0462045436,01/08/2021,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
133,677b2b4ab2e729f9a8725ef3,Poltrona,moveis,280.79,15.6382349209,01/08/2021,Camila Ribeiro,RJ,5,cartao_debito,1,-22.25,-42.66
134,677b2b4ab2e729f9a8725efb,Faqueiro,utilidades domesticas,72.62,1.4512355961,01/08/2021,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
135,677b2b4ab2e729f9a8725f04,Bicicleta,esporte e lazer,928.16,47.0061667864,01/08/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
136,677b2b4ab2e729f9a8725f06,Cômoda,moveis,323.0,17.7298828107,01/08/2022,Mariana Ferreira,SP,5,cartao_credito,12,-22.19,-48.79
137,677b2b4ab2e729f9a8725f08,Dinossauro Rex,brinquedos,20.73,1.3869360445,01/08/2022,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
138,677b2b4ab2e729f9a8725f15,Celular ABXY,eletronicos,1763.75,94.4406464175,01/09/2021,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
139,677b2b4ab2e729f9a8725f1b,Tablet ABXY,eletronicos,1461.16,75.3868133072,01/09/2021,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
140,677b2b4ab2e729f9a8725f23,Guitarra,instrumentos musicais,1231.88,71.8358393943,01/10/2021,Camila Ribeiro,MA,5,cartao_credito,10,-5.42,-45.44
141,677b2b4ab2e729f9a8725f28,Cubo mágico 8x8,brinquedos,26.5,1.6998220895,01/10/2021,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
142,677b2b4ab2e729f9a8725f29,Bateria,instrumentos musicais,860.34,43.3949558164,01/10/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
143,677b2b4ab2e729f9a8725f30,Cômoda,moveis,335.28,15.4370904088,01/10/2022,Beatriz Moraes,PE,4,cartao_credito,3,-8.38,-37.86
144,677b2b4ab2e729f9a8725f31,Pandeiro,instrumentos musicais,57.68,0.0,01/10/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
145,677b2b4ab2e729f9a8725f32,Guitarra,instrumentos musicais,1159.13,62.0089621812,01/10/2022,Bianca Santos,RJ,1,cartao_credito,5,-22.25,-42.66
146,677b2b4ab2e729f9a8725f35,Bola de basquete,esporte e lazer,39.28,0.0,01/10/2022,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
147,677b2b4ab2e729f9a8725f38,Dashboards com Power BI,livros,54.59,3.18987918,01/10/2022,Juliana Costa,SP,3,cartao_credito,8,-22.19,-48.79
148,677b2b4ab2e729f9a8725f39,Boneca bebê,brinquedos,70.98,4.3105759886,01/10/2022,Juliana Costa,ES,3,cartao_credito,6,-19.19,-40.34
149,677b2b4ab2e729f9a8725f42,Pandeiro,instrumentos musicais,85.09,5.4192016899,01/11/2021,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
150,677b2b4ab2e729f9a8725f49,Jogo de panelas,utilidades domesticas,203.11,8.3994355295,01/11/2022,Mariana Ferreira,SP,2,cartao_credito,4,-22.19,-48.79
151,677b2b4ab2e729f9a8725f4f,Smartwatch,eletronicos,290.02,13.0271315691,01/11/2022,Mariana Ferreira,RJ,1,cartao_credito,4,-22.25,-42.66
152,677b2b4ab2e729f9a8725f58,Pandeiro,instrumentos musicais,74.44,4.2468319632,01/12/2021,Felipe Santos,MA,5,boleto,1,-5.42,-45.44
153,677b2b4ab2e729f9a8725f5d,Lava louças,eletrodomesticos,1682.61,92.7577368526,01/12/2021,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
154,677b2b4ab2e729f9a8725f5e,Tablet ABXY,eletronicos,1387.78,71.4795490639,01/12/2021,Thiago Silva,RS,5,cartao_credito,6,-30.17,-53.5
155,677b2b4ab2e729f9a8725f64,Mesa de centro,moveis,222.18,9.4148556593,01/12/2022,Bianca Santos,ES,5,cartao_credito,4,-19.19,-40.34
156,677b2b4ab2e729f9a8725f65,Dinossauro Rex,brinquedos,26.84,1.7122751632,01/12/2022,João Souza,RS,5,boleto,1,-30.17,-53.5
157,677b2b4ab2e729f9a8725f66,Assistente virtual,eletronicos,241.22,13.3705043024,01/12/2022,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
158,677b2b4ab2e729f9a8725f68,Xadrez de madeira,brinquedos,32.67,0.0,01/12/2022,Isabella Pereira,MG,5,cartao_credito,5,-18.1,-44.38
159,677b2b4ab2e729f9a8725f69,Cama box,moveis,860.58,46.7117112029,01/12/2022,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
160,677b2b4ab2e729f9a8725f6b,Fone de ouvido,eletronicos,56.26,0.0,01/12/2022,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
161,677b2b4ab2e729f9a8725f6f,Bateria,instrumentos musicais,1253.78,64.34445219,01/12/2022,Juliana Costa,MG,1,cartao_credito,2,-18.1,-44.38
162,677b2b4ab2e729f9a8725f75,Carrinho controle remoto,brinquedos,83.37,5.3276168644,02/01/2021,Thiago Silva,MG,5,cartao_credito,3,-18.1,-44.38
