,_id,latitude,longitude,number of installments,payment type,place of purchase,price,product,product category,purchase evaluation,seller,shipping fee,purchase data
24,677b1fbe32cf50de96c144e1,-22.19,-48.79,4,cartao_credito,SP,1034.13,Micro-ondas,eletrodomesticos,4,Mariana Ferreira,55.5954159446,2021-05-01
25,677b1fbe32cf50de96c144e2,-22.19,-48.79,6,cartao_credito,SP,1642.22,Tablet ABXY,eletronicos,4,Lucas Oliveira,85.0277136057,2022-05-01
26,677b1fbe32cf50de96c144e5,-22.19,-48.79,1,boleto,SP,619.44,Cadeira de escritório,moveis,5,Isabella Pereira,33.5144209995,2022-05-01
27,677b1fbe32cf50de96c144e6,-18.1,-44.38,1,cartao_credito,MG,282.19,Mesa de centro,moveis,5,Pedro Gomes,12.6102076249,2022-05-01
28,677b1fbe32cf50de96c144e9,-27.45,-50.95,1,cartao_credito,SC,277.62,Mesa de centro,moveis,5,Lucas Oliveira,15.0712066192,2022-05-01
29,677b1fbe32cf50de96c144f1,-22.19,-48.79,1,boleto,SP,607.71,Guarda roupas,moveis,5,Juliana Costa,32.8898337881,2021-06-01
30,677b1fbe32cf50de96c144f6,-18.1,-44.38,1,boleto,MG,2366.39,TV Led UHD 4K,eletronicos,3,Isabella Pereira,123.58758751,2021-06-01
31,677b1fbe32cf50de96c144f7,-18.1,-44.38,1,cartao_debito,MG,78.61,Boneca bebê,brinquedos,5,Lucas Oliveira,4.4688719181,2021-06-01
32,677b1fbe32cf50de96c144f8,-7.28,-36.72,3,cartao_credito,PB,897.42,Cama king,moveis,3,Pedro Gomes,48.0680411071,2021-06-01
33,677b1fbe32cf50de96c144fa,-18.1,-44.38,1,boleto,MG,317.11,Mesa de jantar,moveis,5,Felipe Santos,17.1682794138,2022-06-01
34,677b1fbe32cf50de96c14503,-18.1,-44.38,3,cartao_credito,MG,860.42,Sofá retrátil,moveis,5,Rafael Costa,43.3992155757,2022-06-01
35,677b1fbe32cf50de96c14504,-22.19,-48.79,1,cartao_credito,SP,183.79,Jogo de tabuleiro,brinquedos,3,Thiago Silva,10.0693904942,2022-06-01
36,677b1fbe32cf50de96c1450c,-30.17,-53.5,8,cartao_credito,RS,46.87,Dashboards com Power BI,livros,5,Beatriz Moraes,0.0,2021-07-01
37,677b1fbe32cf50de96c1450d,-22.25,-42.66,1,cartao_credito,RJ,238.81,Mesa de centro,moveis,5,Bruno Rodrigues,13.2470185882,2021-07-01
38,677b1fbe32cf50de96c1450e,-22.25,-42.66,1,boleto,RJ,238.33,Mesa de centro,moveis,5,Thiago Silva,20.488406616,2021-07-01
39,677b1fbe32cf50de96c14518,-22.25,-42.66,3,cartao_credito,RJ,1594.69,Celular ABXY,eletronicos,5,Isabella Pereira,82.4968840951,2022-07-01
40,677b1fbe32cf50de96c1451c,-30.17,-53.5,5,cartao_credito,RS,31.39,Xadrez de madeira,brinquedos,2,João Souza,0.0,2022-07-01
41,677b1fbe32cf50de96c1451d,-20.51,-54.54,1,boleto,MS,281.02,Headset,eletronicos,5,Mariana Ferreira,15.2465954871,2022-07-01
42,677b1fbe32cf50de96c1452d,-22.25,-42.66,5,cartao_credito,RJ,269.3,Smartwatch,eletronicos,5,Juliana Costa,14.6225407456,2021-08-01
43,677b1fbe32cf50de96c1453b,-30.17,-53.5,1,boleto,RS,45.01,Jogo de copos,utilidades domesticas,4,Lucas Oliveira,2.9277516169,2022-08-01
44,677b1fbe32cf50de96c1453c,-22.25,-42.66,1,cartao_credito,RJ,10.08,Corda de pular,esporte e lazer,1,Bianca Santos,1.0629946648,2022-08-01
45,677b1fbe32cf50de96c1453d,-5.2,-39.53,1,cartao_credito,CE,51.46,Boneca bebê,brinquedos,5,Pedro Gomes,0.0,2022-08-01
46,677b1fbe32cf50de96c1453f,-22.19,-48.79,1,cartao_credito,SP,928.16,Bicicleta,esporte e lazer,5,Thiago Silva,47.0061667864,2022-08-01
47,677b1fbe32cf50de96c14542,-22.19,-48.79,1,cartao_credito,SP,15.28,Corda de pular,esporte e lazer,5,Isabella Pereira,1.5006261822,2022-08-01
48,677b1fbe32cf50de96c14550,-22.19,-48.79,8,cartao_credito,SP,1763.75,Celular ABXY,eletronicos,5,Thiago Silva,94.4406464175,2021-09-01
49,677b1fbe32cf50de96c14554,-22.19,-48.79,1,cartao_credito,SP,231.07,Jogo de tabuleiro,brinquedos,5,Bianca Santos,9.8882214145,2021-09-01
50,677b1fbe32cf50de96c14555,-22.19,-48.79,8,cartao_credito,SP,3655.0,TV Led UHD 4K,eletronicos,5,Felipe Santos,194.9008801932,2021-09-01
51,677b1fbe32cf50de96c14557,-18.1,-44.38,5,cartao_credito,MG,420.24,Impressora,eletronicos,5,Beatriz Moraes,19.9609548148,2022-09-01
52,677b1fbe32cf50de96c1455e,-5.42,-45.44,10,cartao_credito,MA,1231.88,Guitarra,instrumentos musicais,5,Camila Ribeiro,71.8358393943,2021-10-01
53,677b1fbe32cf50de96c14472,-24.89,-51.55,2,cartao_credito,PR,1893.04,Secadora de roupas,eletrodomesticos,4,Beatriz Moraes,107.1782993366,2022-01-01
54,677b1fbe32cf50de96c14473,-22.25,-42.66,4,cartao_credito,RJ,37.44,Jogo de copos,utilidades domesticas,4,Thiago Silva,2.8819825404,2022-01-01
55,677b1fbe32cf50de96c14477,-22.19,-48.79,1,cartao_credito,SP,75.11,Bola de vôlei,esporte e lazer,5,Isabella Pereira,1.5838206052,2022-01-01
56,677b1fbe32cf50de96c1447d,-24.89,-51.55,1,cupom,PR,44.82,Xadrez de madeira,brinquedos,5,Bianca Santos,3.2749453383,2023-01-01
57,677b1fbe32cf50de96c14484,-22.19,-48.79,1,cartao_credito,SP,957.84,Guitarra,instrumentos musicais,5,Isabella Pereira,51.5283634201,2021-02-01
58,677b1fbe32cf50de96c14485,-24.89,-51.55,2,cartao_credito,PR,72.75,Ciência de dados com python,livros,4,Beatriz Moraes,1.458157705,2021-02-01
59,677b1fbe32cf50de96c1448a,-22.19,-48.79,2,cartao_credito,SP,1158.33,Guitarra,instrumentos musicais,4,Bruno Rodrigues,62.2086923009,2022-02-01
60,677b1fbe32cf50de96c1448c,-22.25,-42.66,2,cartao_credito,RJ,50.31,Copo térmico,esporte e lazer,1,Beatriz Moraes,0.0,2022-02-01
61,677b1fbe32cf50de96c14491,-22.19,-48.79,1,boleto,SP,147.99,Mochila,esporte e lazer,4,João Souza,5.4644613527,2022-02-01
62,677b1fbe32cf50de96c14494,-22.19,-48.79,2,cartao_credito,SP,82.15,Ciência de dados com python,livros,5,Bianca Santos,1.958679426,2023-02-01
63,677b1fbe32cf50de96c14499,-24.89,-51.55,10,cartao_credito,PR,1702.95,Lava louças,eletrodomesticos,2,João Souza,88.2614034053,2023-02-01
64,677b1fbe32cf50de96c1449b,-8.38,-37.86,1,cupom,PE,70.49,Modelagem preditiva,livros,4,Isabella Pereira,1.337819504,2023-02-01
65,677b1fbe32cf50de96c1449d,-13.29,-41.71,10,cartao_credito,BA,214.5,Assistente virtual,eletronicos,5,Thiago Silva,9.0059187638,2023-02-01
66,677b1fbe32cf50de96c144a7,-30.17,-53.5,2,cartao_credito,RS,2034.43,Lavadora de roupas,eletrodomesticos,5,Thiago Silva,108.8583816384,2021-03-01
67,677b1fbe32cf50de96c144be,-22.19,-48.79,3,cartao_credito,SP,834.98,Cama box,moveis,1,Mariana Ferreira,44.9912775682,2023-03-01
68,677b1fbe32cf50de96c144c3,-8.38,-37.86,4,cartao_credito,PE,180.46,Assistente virtual,eletronicos,1,Lucas Oliveira,10.295964254,2021-04-01
69,677b1fbe32cf50de96c144c6,-20.51,-54.54,5,cartao_credito,MS,1822.44,Lavadora de roupas,eletrodomesticos,3,Thiago Silva,94.6238864312,2021-04-01
70,677b1fbe32cf50de96c144d4,-22.19,-48.79,1,boleto,SP,677.31,Micro-ondas,eletrodomesticos,5,Camila Ribeiro,33.6491589445,2022-04-01
71,677b1fbe32cf50de96c144e3,-22.19,-48.79,1,boleto,SP,360.0,Mesa de jantar,moveis,2,Thiago Silva,19.4520428834,2022-05-01
72,677b1fbe32cf50de96c144e8,-13.29,-41.71,1,boleto,BA,132.49,Mochila,esporte e lazer,5,Felipe Santos,4.639132983,2022-05-01
73,677b1fbe32cf50de96c144ea,-18.1,-44.38,1,boleto,MG,403.02,Cadeira de escritório,moveis,1,Juliana Costa,21.9907070783,2022-05-01
74,677b1fbe32cf50de96c144f2,-22.19,-48.79,10,cartao_credito,SP,71.38,Boneca bebê,brinquedos,3,Camila Ribeiro,4.0895470723,2021-06-01
75,677b1fbe32cf50de96c144f3,-22.19,-48.79,10,cartao_credito,SP,55.44,Dashboards com Power BI,livros,3,Camila Ribeiro,3.6390253647,2021-06-01
76,677b1fbe32cf50de96c144f5,-22.19,-48.79,1,boleto,SP,214.27,Mesa de centro,moveis,4,Bruno Rodrigues,11.9403374145,2021-06-01
77,677b1fbe32cf50de96c144fd,-22.19,-48.79,1,cartao_credito,SP,70.87,Bola de basquete,esporte e lazer,4,Felipe Santos,1.3580533608,2022-06-01
78,677b1fbe32cf50de96c14500,-22.25,-42.66,4,cartao_credito,RJ,430.76,Cômoda,moveis,5,Thiago Silva,30.4922543858,2022-06-01
79,677b1fbe32cf50de96c14502,-22.19,-48.79,3,cartao_credito,SP,13.3,Corda de pular,esporte e lazer,5,Bruno Rodrigues,0.0,2022-06-01
80,677b1fbe32cf50de96c14519,-30.17,-53.5,1,cartao_credito,RS,955.2,Guitarra,instrumentos musicais,3,Lucas Oliveira,51.1446522815,2022-07-01
81,677b1fbe32cf50de96c1451b,-22.19,-48.79,8,cartao_credito,SP,3386.44,Celular Plus X42,eletronicos,4,Larissa Alves,177.9021812878,2022-07-01
82,677b1fbe32cf50de96c1452f,-22.19,-48.79,1,cartao_debito,SP,903.89,Sofá retrátil,moveis,1,Juliana Costa,49.017838409,2021-08-01
83,677b1fbe32cf50de96c14531,-22.19,-48.79,1,cartao_credito,SP,3158.33,TV Led UHD 4K,eletronicos,5,Bianca Santos,175.973580586,2021-08-01
84,677b1fbe32cf50de96c14532,-22.19,-48.79,1,cartao_credito,SP,258.57,Jogo de panelas,utilidades domesticas,5,Bruno Rodrigues,11.3525136834,2021-08-01
85,677b1fbe32cf50de96c14533,-15.83,-47.86,4,cartao_credito,DF,101.54,Modelagem preditiva,livros,3,Rafael Costa,14.5010858917,2021-08-01
86,677b1fbe32cf50de96c14538,-19.19,-40.34,1,cartao_credito,ES,41.11,Iniciando em programação,livros,1,Thiago Silva,0.0,2022-08-01
87,677b1fbe32cf50de96c14539,-18.1,-44.38,1,cartao_credito,MG,237.47,Smartwatch,eletronicos,5,Bruno Rodrigues,14.2973574466,2022-08-01
88,677b1fbe32cf50de96c14559,-24.89,-51.55,4,cartao_credito,PR,147.24,Mochila,esporte e lazer,5,Isabella Pereira,8.5270991932,2022-09-01
89,677b1fbe32cf50de96c1455f,-3.79,-52.48,1,boleto,PA,1709.15,Lavadora de roupas,eletrodomesticos,5,Beatriz Moraes,88.5915347532,2021-10-01
90,677b1fbe32cf50de96c14564,-22.19,-48.79,1,boleto,SP,860.34,Bateria,instrumentos musicais,5,Isabella Pereira,43.3949558164,2021-10-01
91,677b1fbe32cf50de96c14568,-18.1,-44.38,1,boleto,MG,145.74,Headset,eletronicos,1,Bruno Rodrigues,8.043342464,2022-10-01
92,677b1fbe32cf50de96c14573,-22.19,-48.79,8,cartao_credito,SP,54.59,Dashboards com Power BI,livros,3,Juliana Costa,3.18987918,2022-10-01
93,677b1fbe32cf50de96c14574,-19.19,-40.34,6,cartao_credito,ES,70.98,Boneca bebê,brinquedos,3,Juliana Costa,4.3105759886,2022-10-01
94,677b1fbe32cf50de96c1457c,-22.19,-48.79,1,cartao_credito,SP,60.27,Iniciando em programação,livros,5,Juliana Costa,3.4923220922,2021-11-01
95,677b1fbe32cf50de96c1457d,-22.19,-48.79,5,cartao_credito,SP,85.09,Pandeiro,instrumentos musicais,5,Beatriz Moraes,5.4192016899,2021-11-01
96,677b1fbe32cf50de96c14588,-18.1,-44.38,1,boleto,MG,632.67,Cadeira de escritório,moveis,1,Larissa Alves,34.3747863238,2022-11-01
97,677b1fbe32cf50de96c14565,-22.19,-48.79,2,cartao_credito,SP,80.32,Ciência de dados com python,livros,4,Rafael Costa,1.8612374314,2021-10-01
98,677b1fbe32cf50de96c14572,-22.19,-48.79,3,cartao_credito,SP,258.15,Poltrona,moveis,4,Thiago Silva,14.0344876928,2022-10-01
99,677b1fbe32cf50de96c14582,-22.19,-48.79,1,cartao_credito,SP,953.77,Fogão,eletrodomesticos,3,Juliana Costa,48.3698222412,2022-11-01
100,677b1fbe32cf50de96c14583,-22.19,-48.79,1,cartao_credito,SP,301.95,Impressora,eletronicos,5,Thiago Silva,17.4770444591,2022-11-01
101,677b1fbe32cf50de96c14589,-18.1,-44.38,1,boleto,MG,71.59,Carrinho controle remoto,brinquedos,3,Juliana Costa,4.3382171179,2022-11-01
102,677b1fbe32cf50de96c1458a,-22.25,-42.66,4,cartao_credito,RJ,290.02,Smartwatch,eletronicos,1,Mariana Ferreira,13.0271315691,2022-11-01
103,677b1fbe32cf50de96c14596,-22.19,-48.79,2,cartao_credito,SP,73.99,Bola de vôlei,esporte e lazer,5,Lucas Oliveira,10.3193592734,2021-12-01
104,677b1fbe32cf50de96c145a0,-30.17,-53.5,1,boleto,RS,26.84,Dinossauro Rex,brinquedos,5,João Souza,1.7122751632,2022-12-01
105,677b1fbe32cf50de96c145a1,-22.19,-48.79,8,cartao_credito,SP,241.22,Assistente virtual,eletronicos,4,Beatriz Moraes,13.3705043024,2022-12-01
106,677b1fbe32cf50de96c145a3,-18.1,-44.38,5,cartao_credito,MG,32.67,Xadrez de madeira,brinquedos,5,Isabella Pereira,0.0,2022-12-01
107,677b1fbe32cf50de96c145a6,-22.19,-48.79,2,cartao_credito,SP,56.26,Fone de ouvido,eletronicos,5,Lucas Oliveira,0.0,2022-12-01
108,677b1fbe32cf50de96c145a8,-22.25,-42.66,1,boleto,RJ,1245.97,Guitarra,instrumentos musicais,1,Juliana Costa,66.6329309314,2022-12-01
109,677b1fbe32cf50de96c145b5,-20.51,-54.54,1,cartao_credito,MS,44.54,Pandeiro,instrumentos musicais,5,Thiago Silva,0.0,2021-01-02
110,677b1fbe32cf50de96c145b6,-22.19,-48.79,4,cartao_credito,SP,51.53,Faqueiro,utilidades domesticas,3,Mariana Ferreira,0.0,2021-01-02
111,677b1fbe32cf50de96c145ba,-22.19,-48.79,2,cartao_credito,SP,17.91,Cubo mágico 8x8,brinquedos,5,Larissa Alves,1.8420687945,2021-01-02
112,677b1fbe32cf50de96c145bc,-18.1,-44.38,1,cartao_credito,MG,1600.38,Secadora de roupas,eletrodomesticos,4,Camila Ribeiro,85.4985463196,2022-01-02
113,677b1fbe32cf50de96c145d6,-22.19,-48.79,6,cartao_credito,SP,412.07,Cômoda,moveis,5,Camila Ribeiro,22.2246137358,2021-02-02
114,677b1fbe32cf50de96c145d8,-22.25,-42.66,1,cartao_credito,RJ,314.86,Cadeira de escritório,moveis,5,Rafael Costa,17.0484736827,2021-02-02
115,677b1fbe32cf50de96c145d9,-22.25,-42.66,1,cartao_credito,RJ,32.04,Corda de pular,esporte e lazer,5,Pedro Gomes,0.0,2021-02-02
116,677b1fbe32cf50de96c145df,-22.19,-48.79,6,cartao_credito,SP,137.34,Fone de ouvido,eletronicos,4,Pedro Gomes,4.8973808922,2022-02-02
117,677b1fbe32cf50de96c145e2,-18.1,-44.38,2,cartao_credito,MG,39.11,Xadrez de madeira,brinquedos,1,Lucas Oliveira,2.3656157501,2022-02-02
118,677b1fbe32cf50de96c145e6,-18.1,-44.38,1,boleto,MG,643.59,Guarda roupas,moveis,5,Juliana Costa,34.5523572302,2022-02-02
119,677b1fbe32cf50de96c145e9,-18.1,-44.38,2,cartao_credito,MG,637.67,Guarda roupas,moveis,5,Mariana Ferreira,31.5384481976,2023-02-02
120,677b1fbe32cf50de96c145ea,-22.25,-42.66,3,cartao_credito,RJ,1858.69,Lava louças,eletrodomesticos,3,Larissa Alves,99.5007553353,2023-02-02
121,677b1fbe32cf50de96c145ee,-22.19,-48.79,1,cartao_credito,SP,44.3,Faqueiro,utilidades domesticas,5,Bruno Rodrigues,2.8899462528,2023-02-02
122,677b1fbe32cf50de96c145fd,-12.64,-55.42,1,cartao_credito,MT,42.07,Blocos de montar,brinquedos,5,Thiago Silva,3.1799487686,2021-03-02
123,677b1fbe32cf50de96c145ff,-8.38,-37.86,2,cartao_credito,PE,781.7,Bicicleta,esporte e lazer,1,Juliana Costa,42.563021163,2021-03-02
124,677b1fbe32cf50de96c14600,-18.1,-44.38,1,boleto,MG,2972.24,Geladeira,eletrodomesticos,1,Thiago Silva,155.8472773686,2021-03-02
125,677b1fbe32cf50de96c14605,-22.19,-48.79,5,cartao_credito,SP,2035.41,Celular Plus X42,eletronicos,1,Camila Ribeiro,108.6625850738,2022-03-02
126,677b1fbe32cf50de96c14607,-30.17,-53.5,3,cartao_credito,RS,151.07,Assistente virtual,eletronicos,5,João Souza,8.731035171,2022-03-02
127,677b1fbe32cf50de96c14609,-27.45,-50.95,1,cartao_credito,SC,84.08,Modelagem preditiva,livros,1,Lucas Oliveira,2.0614461198,2023-03-02
128,677b1fbe32cf50de96c1460a,-24.89,-51.55,2,cartao_credito,PR,72.73,Ciência de dados com python,livros,5,Rafael Costa,1.4570927652,2023-03-02
129,677b1fbe32cf50de96c14613,-22.25,-42.66,10,cartao_credito,RJ,11.8,Cubo mágico 8x8,brinquedos,4,Mariana Ferreira,1.159419026,2021-04-02
130,677b1fbe32cf50de96c1461c,-22.25,-42.66,1,cartao_credito,RJ,448.61,Mesa de jantar,moveis,5,Lucas Oliveira,21.4715719664,2022-04-02
131,677b1fbe32cf50de96c14621,-22.19,-48.79,1,cartao_credito,SP,1773.64,Lava louças,eletrodomesticos,4,Bruno Rodrigues,92.0254332413,2022-04-02
132,677b1fbe32cf50de96c14622,-18.1,-44.38,1,cupom,MG,193.39,Jogo de tabuleiro,brinquedos,5,Larissa Alves,10.8237006943,2022-04-02
133,677b1fbe32cf50de96c14623,-18.1,-44.38,1,cartao_credito,MG,1382.62,Tablet ABXY,eletronicos,5,Larissa Alves,79.8622909075,2022-04-02
134,677b1fbe32cf50de96c14624,-24.89,-51.55,1,boleto,PR,111.53,Mochila,esporte e lazer,4,Lucas Oliveira,3.5230760391,2022-04-02
135,677b1fbe32cf50de96c14627,-22.25,-42.66,1,cupom,RJ,35.55,Xadrez de madeira,brinquedos,5,Bruno Rodrigues,2.4240350764,2021-05-02
136,677b1fbe32cf50de96c14629,-22.19,-48.79,1,cartao_credito,SP,210.52,Mesa de jantar,moveis,3,Felipe Santos,17.589171036,2021-05-02
137,677b1fbe32cf50de96c1462a,-3.79,-52.48,1,cupom,PA,315.11,Cadeira de escritório,moveis,5,Juliana Costa,17.0617854306,2021-05-02
138,677b1fbe32cf50de96c1462b,-22.19,-48.79,1,cartao_credito,SP,88.14,Iniciando em programação,livros,1,Rafael Costa,2.2776289057,2021-05-02
139,677b1fbe32cf50de96c1462f,-22.19,-48.79,1,cartao_debito,SP,739.76,Fogão,eletrodomesticos,4,Isabella Pereira,36.9744335697,2021-05-02
140,677b1fbe32cf50de96c14632,-22.19,-48.79,1,boleto,SP,1977.7,Tablet ABXY,eletronicos,5,Felipe Santos,105.8376798051,2022-05-02
141,677b1fbe32cf50de96c14636,-22.25,-42.66,1,cartao_credito,RJ,307.11,Jogo de tabuleiro,brinquedos,5,Beatriz Moraes,13.9371226555,2022-05-02
142,677b1fbe32cf50de96c14640,-22.19,-48.79,1,cartao_credito,SP,66.12,Boneca bebê,brinquedos,4,Pedro Gomes,1.1051301507,2021-06-02
143,677b1fbe32cf50de96c1464e,-30.17,-53.5,3,cartao_credito,RS,71.72,Bola de vôlei,esporte e lazer,1,Beatriz Moraes,4.3499787624,2022-06-02
144,677b1fbe32cf50de96c14654,-22.19,-48.79,1,cupom,SP,466.68,Mesa de jantar,moveis,4,Felipe Santos,25.1380828504,2021-07-02
145,677b1fbe32cf50de96c14592,-5.2,-39.53,7,cartao_credito,CE,94.87,Ciência de dados com python,livros,1,Isabella Pereira,5.5826466179,2021-12-01
146,677b1fbe32cf50de96c14593,-5.42,-45.44,1,boleto,MA,74.44,Pandeiro,instrumentos musicais,5,Felipe Santos,4.2468319632,2021-12-01
147,677b1fbe32cf50de96c14595,-18.1,-44.38,7,cartao_credito,MG,205.71,Jogo de panelas,utilidades domesticas,5,Bruno Rodrigues,11.4845431664,2021-12-01
148,677b1fbe32cf50de96c14597,-22.25,-42.66,1,cartao_credito,RJ,99.41,Fone de ouvido,eletronicos,5,Bianca Santos,5.5820602468,2021-12-01
149,677b1fbe32cf50de96c14599,-30.17,-53.5,6,cartao_credito,RS,1387.78,Tablet ABXY,eletronicos,5,Thiago Silva,71.4795490639,2021-12-01
150,677b1fbe32cf50de96c1459b,-27.45,-50.95,2,cartao_credito,SC,2036.88,Lavadora de roupas,eletrodomesticos,5,Isabella Pereira,106.0421713091,2021-12-01
151,677b1fbe32cf50de96c1459c,-22.19,-48.79,1,cartao_debito,SP,10.58,Corda de pular,esporte e lazer,5,Beatriz Moraes,1.0944576962,2021-12-01
152,677b1fbe32cf50de96c1459d,-18.1,-44.38,5,cartao_credito,MG,475.03,Mesa de jantar,moveis,5,Pedro Gomes,29.7739571298,2022-12-01
153,677b1fbe32cf50de96c1459e,-5.2,-39.53,1,cartao_credito,CE,79.82,Modelagem preditiva,livros,5,Felipe Santos,1.8346139356,2022-12-01
154,677b1fbe32cf50de96c145aa,-18.1,-44.38,2,cartao_credito,MG,1253.78,Bateria,instrumentos musicais,1,Juliana Costa,64.34445219,2022-12-01
155,677b1fbe32cf50de96c145b9,-22.19,-48.79,1,cartao_credito,SP,617.93,Guarda roupas,moveis,3,João Souza,33.1860394258,2021-01-02
156,677b1fbe32cf50de96c145bb,-5.2,-39.53,5,cartao_credito,CE,301.15,Cômoda,moveis,5,Bianca Santos,13.6197705856,2022-01-02
157,677b1fbe32cf50de96c145c2,-22.19,-48.79,1,cartao_credito,SP,197.25,Jogo de tabuleiro,brinquedos,5,Felipe Santos,10.7860950011,2023-01-02
158,677b1fbe32cf50de96c145c5,-18.1,-44.38,6,cartao_credito,MG,52.47,Dashboards com Power BI,livros,3,Felipe Santos,3.0826464613,2023-01-02
159,677b1fbe32cf50de96c145c6,-18.1,-44.38,1,cartao_credito,MG,336.62,Poltrona,moveis,5,João Souza,18.8638501433,2023-01-02
160,677b1fbe32cf50de96c145c8,-13.29,-41.71,2,cartao_credito,BA,3265.83,Geladeira,eletrodomesticos,5,Isabella Pereira,171.4800616313,2023-01-02
161,677b1fbe32cf50de96c145d5,-22.19,-48.79,1,cartao_credito,SP,817.6,Fogão,eletrodomesticos,2,Juliana Costa,43.8178662379,2021-02-02
162,677b1fbe32cf50de96c145e0,-27.45,-50.95,5,cartao_credito,SC,539.69,Cadeira de escritório,moveis,5,João Souza,29.0256457068,2022-02-02
163,677b1fbe32cf50de96c145e1,-22.19,-48.79,2,cartao_credito,SP,64.69,Modelagem preditiva,livros,5,Larissa Alves,3.7276737951,2022-02-02
164,677b1fbe32cf50de96c145e5,-22.25,-42.66,1,cartao_debito,RJ,1208.07,Secadora de roupas,eletrodomesticos,2,Thiago Silva,64.8571976629,2022-02-02
165,677b1fbe32cf50de96c145e7,-13.29,-41.71,2,cartao_credito,BA,34.09,Blocos de montar,brinquedos,4,Larissa Alves,2.3462944686,2023-02-02
166,677b1fbe32cf50de96c145e8,-18.1,-44.38,1,cartao_credito,MG,75.36,Boneca bebê,brinquedos,1,Thiago Silva,1.5971323531,2023-02-02
