,_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
33,677b2b4ab2e729f9a8725f83,Modelagem preditiva,livros,95.7,9.5757758076,02/01/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
34,677b2b4ab2e729f9a8725fce,Modelagem preditiva,livros,84.08,2.0614461198,02/03/2023,Lucas Oliveira,SC,1,cartao_credito,1,-27.45,-50.95
35,677b2b4ab2e729f9a8725fdc,Modelagem preditiva,livros,61.12,3.7855606515,02/04/2021,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
36,677b2b4ab2e729f9a8725ff0,Iniciando em programação,livros,88.14,2.2776289057,02/05/2021,Rafael Costa,SP,1,cartao_credito,1,-22.19,-48.79
37,677b2b4ab2e729f9a8725ff2,Dashboards com Power BI,livros,47.26,0.0,02/05/2021,Isabella Pereira,RJ,2,cartao_credito,10,-22.25,-42.66
38,677b2b4ab2e729f9a8725e27,Modelagem preditiva,livros,92.45,5.6096965236,01/01/2020,Thiago Silva,BA,1,cartao_credito,3,-13.29,-41.71
39,677b2b4ab2e729f9a8725e3a,Iniciando em programação,livros,63.25,3.894137208,01/01/2022,Juliana Costa,RJ,5,cartao_credito,4,-22.25,-42.66
40,677b2b4ab2e729f9a8725e92,Dashboards com Power BI,livros,40.85,0.0,01/04/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
41,677b2b4ab2e729f9a8725eb8,Dashboards com Power BI,livros,55.44,3.6390253647,01/06/2021,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
42,677b2b4ab2e729f9a8725efd,Iniciando em programação,livros,41.11,0.0,01/08/2022,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
43,677b2b4ab2e729f9a8725f36,Ciência de dados com python,livros,88.2,4.9795105675,01/10/2022,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
44,677b2b4ab2e729f9a8725f63,Modelagem preditiva,livros,79.82,1.8346139356,01/12/2022,Felipe Santos,CE,5,cartao_credito,1,-5.2,-39.53
45,677b2b4ab2e729f9a8725f3f,Iniciando em programação,livros,46.79,0.0,01/11/2020,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
46,677b2b4ab2e729f9a8725f46,Iniciando em programação,livros,70.05,6.8937680841,01/11/2022,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
47,677b2b4ab2e729f9a8725f57,Ciência de dados com python,livros,94.87,5.5826466179,01/12/2021,Isabella Pereira,CE,1,cartao_credito,7,-5.2,-39.53
48,677b2b4ab2e729f9a8725f8a,Dashboards com Power BI,livros,52.47,3.0826464613,02/01/2023,Felipe Santos,MG,3,cartao_credito,6,-18.1,-44.38
49,677b2b4ab2e729f9a8725fa6,Modelagem preditiva,livros,64.69,3.7276737951,02/02/2022,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
50,677b2b4ab2e729f9a8725ff6,Dashboards com Power BI,livros,52.8,3.4984533068,02/05/2022,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
51,677b2b4ab2e729f9a872602c,Ciência de dados com python,livros,55.49,0.0,02/08/2021,Beatriz Moraes,PA,5,cartao_credito,2,-3.79,-52.48
52,677b2b4ab2e729f9a8726076,Modelagem preditiva,livros,75.75,1.6178986798,02/11/2022,Felipe Santos,RJ,5,cartao_credito,2,-22.25,-42.66
53,677b2b4ab2e729f9a87260f3,Iniciando em programação,livros,42.69,0.0,03/03/2023,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
54,677b2b4ab2e729f9a872602f,Dashboards com Power BI,livros,42.72,0.0,02/08/2021,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
55,677b2b4ab2e729f9a8726052,Modelagem preditiva,livros,79.3,1.8069255,02/10/2020,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
56,677b2b4ab2e729f9a87260a5,Ciência de dados com python,livros,62.53,3.6126602932,03/01/2021,Thiago Silva,PR,4,cartao_credito,1,-24.89,-51.55
57,677b2b4ab2e729f9a87260a8,Ciência de dados com python,livros,95.35,5.3602265574,03/01/2021,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
58,677b2b4ab2e729f9a87260b2,Ciência de dados com python,livros,98.61,2.8351249077,03/01/2023,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
59,677b2b4ab2e729f9a87260d6,Ciência de dados com python,livros,81.21,1.9086272539,03/02/2023,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
60,677b2b4ab2e729f9a87260df,Iniciando em programação,livros,56.74,3.3043602119,03/03/2021,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
61,677b2b4ab2e729f9a8726106,Ciência de dados com python,livros,99.15,2.8638782832,03/04/2020,Felipe Santos,MG,5,cartao_credito,7,-18.1,-44.38
62,677b2b4ab2e729f9a872612c,Iniciando em programação,livros,44.09,2.6307857682,03/06/2020,Lucas Oliveira,SP,5,cartao_credito,9,-22.19,-48.79
63,677b2b4ab2e729f9a872616e,Iniciando em programação,livros,59.69,9.5579272936,03/09/2020,Camila Ribeiro,SC,5,cartao_credito,3,-27.45,-50.95
64,677b2b4ab2e729f9a872610d,Dashboards com Power BI,livros,58.7,3.4087243154,03/04/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
65,677b2b4ab2e729f9a8726164,Iniciando em programação,livros,48.2,5.7303213177,03/08/2021,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
66,677b2b4ab2e729f9a87261b2,Modelagem preditiva,livros,78.42,1.7600681474,03/11/2022,Larissa Alves,RJ,5,cartao_credito,4,-22.25,-42.66
67,677b2b4ab2e729f9a8726206,Modelagem preditiva,livros,104.17,6.2337512651,04/02/2023,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
68,677b2b4ab2e729f9a8726209,Modelagem preditiva,livros,91.35,5.3952172075,04/02/2023,Pedro Gomes,SP,2,cupom,1,-22.19,-48.79
69,677b2b4ab2e729f9a87260c5,Ciência de dados com python,livros,73.59,1.502885178,03/02/2021,Juliana Costa,RS,5,cartao_credito,8,-30.17,-53.5
70,677b2b4ab2e729f9a8726131,Modelagem preditiva,livros,63.34,3.9037689728,03/06/2021,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
71,677b2b4ab2e729f9a872602b,Ciência de dados com python,livros,63.96,0.0,02/08/2020,Felipe Santos,PR,5,boleto,1,-24.89,-51.55
72,677b2b4ab2e729f9a872604a,Iniciando em programação,livros,62.95,4.0389102715,02/09/2022,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
73,677b2b4ab2e729f9a87260a1,Dashboards com Power BI,livros,40.3,2.6721187509,03/01/2021,Pedro Gomes,SP,2,cartao_credito,4,-22.19,-48.79
74,677b2b4ab2e729f9a87260cb,Dashboards com Power BI,livros,51.19,0.0,03/02/2022,Lucas Oliveira,SP,1,cartao_credito,18,-22.19,-48.79
75,677b2b4ab2e729f9a872615f,Ciência de dados com python,livros,65.74,7.9804959394,03/08/2021,Bruno Rodrigues,RJ,5,cartao_credito,10,-22.25,-42.66
76,677b2b4ab2e729f9a8726199,Dashboards com Power BI,livros,37.98,2.3054466495,03/10/2021,Thiago Silva,RJ,5,cartao_credito,2,-22.25,-42.66
77,677b2b4ab2e729f9a87261ac,Dashboards com Power BI,livros,39.78,2.6492698508,03/11/2021,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
78,677b2b4ab2e729f9a87261a0,Dashboards com Power BI,livros,35.72,2.7903977148,03/11/2020,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
79,677b2b4ab2e729f9a87261be,Modelagem preditiva,livros,85.76,2.1509010657,03/12/2021,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
80,677b2b4ab2e729f9a87261fc,Iniciando em programação,livros,60.51,0.0,04/02/2022,Larissa Alves,MT,5,boleto,1,-12.64,-55.42
81,677b2b4ab2e729f9a8726248,Modelagem preditiva,livros,97.41,2.7712285178,04/06/2021,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
82,677b2b4ab2e729f9a872630a,Iniciando em programação,livros,80.4,4.5641840331,05/03/2020,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
83,677b2b4ab2e729f9a872626c,Ciência de dados com python,livros,57.79,0.0,04/08/2020,Juliana Costa,BA,4,boleto,1,-13.29,-41.71
84,677b2b4ab2e729f9a8726289,Ciência de dados com python,livros,70.94,4.3036065734,04/09/2021,Thiago Silva,SP,3,cartao_credito,10,-22.19,-48.79
85,677b2b4ab2e729f9a87262a3,Dashboards com Power BI,livros,43.28,0.0,04/10/2022,Thiago Silva,SP,1,cartao_credito,3,-22.19,-48.79
86,677b2b4ab2e729f9a87262b8,Dashboards com Power BI,livros,41.97,10.0328273462,04/11/2022,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
87,677b2b4ab2e729f9a872634b,Ciência de dados com python,livros,82.98,4.7072121749,05/06/2020,Pedro Gomes,MG,3,cartao_credito,1,-18.1,-44.38
88,677b2b4ab2e729f9a8726350,Iniciando em programação,livros,59.43,0.0,05/06/2020,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
89,677b2b4ab2e729f9a87263a3,Dashboards com Power BI,livros,53.0,3.3531950797,05/09/2020,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
90,677b2b4ab2e729f9a87263a9,Modelagem preditiva,livros,98.2,2.8132936411,05/09/2021,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
91,677b2b4ab2e729f9a87263ab,Iniciando em programação,livros,61.07,3.540570589,05/09/2021,Bruno Rodrigues,CE,5,cartao_credito,2,-5.2,-39.53
92,677b2b4ab2e729f9a87263c0,Ciência de dados com python,livros,77.26,1.6983016371,05/10/2021,Felipe Santos,RJ,1,cartao_credito,4,-22.25,-42.66
93,677b2b4ab2e729f9a87263c4,Modelagem preditiva,livros,66.38,3.8233121144,05/10/2021,Isabella Pereira,MA,3,cartao_credito,5,-5.42,-45.44
94,677b2b4ab2e729f9a8726319,Modelagem preditiva,livros,102.27,3.0300088969,05/03/2023,Isabella Pereira,CE,1,cartao_credito,10,-5.2,-39.53
95,677b2b4ab2e729f9a872631d,Modelagem preditiva,livros,68.09,1.2100267242,05/03/2023,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
96,677b2b4ab2e729f9a8726397,Dashboards com Power BI,livros,51.25,0.0,05/08/2022,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
97,677b2b4ab2e729f9a87263b4,Ciência de dados com python,livros,59.0,0.0,05/09/2022,Felipe Santos,RJ,4,cartao_credito,8,-22.25,-42.66
98,677b2b4ab2e729f9a87263e5,Iniciando em programação,livros,63.01,3.8861974656,05/11/2022,Juliana Costa,SP,3,cartao_credito,3,-22.19,-48.79
99,677b2b4ab2e729f9a872621b,Ciência de dados com python,livros,88.05,12.4904072277,04/03/2023,João Souza,SP,3,cartao_credito,10,-22.19,-48.79
100,677b2b4ab2e729f9a8726232,Modelagem preditiva,livros,105.62,3.2083863188,04/05/2021,Bianca Santos,DF,5,cartao_credito,5,-15.83,-47.86
101,677b2b4ab2e729f9a8726259,Iniciando em programação,livros,89.21,2.3346031867,04/07/2021,Beatriz Moraes,PR,5,cartao_credito,10,-24.89,-51.55
102,677b2b4ab2e729f9a87262d4,Iniciando em programação,livros,46.11,0.0,05/01/2020,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
103,677b2b4ab2e729f9a8726241,Modelagem preditiva,livros,75.34,1.5960674133,04/06/2021,Rafael Costa,MG,1,cartao_credito,1,-18.1,-44.38
104,677b2b4ab2e729f9a872624c,Ciência de dados com python,livros,63.61,0.0,04/06/2022,Pedro Gomes,PR,5,cartao_credito,8,-24.89,-51.55
105,677b2b4ab2e729f9a87262c0,Ciência de dados com python,livros,50.73,2.9843457924,04/11/2022,Bruno Rodrigues,GO,1,cartao_credito,1,-15.98,-49.86
106,677b2b4ab2e729f9a8726300,Ciência de dados com python,livros,83.56,2.0337576842,05/02/2023,Larissa Alves,PE,4,cartao_credito,2,-8.38,-37.86
107,677b2b4ab2e729f9a8726348,Dashboards com Power BI,livros,47.02,2.7867994536,05/05/2022,Bruno Rodrigues,PE,5,cartao_credito,1,-8.38,-37.86
108,677b2b4ab2e729f9a872639d,Ciência de dados com python,livros,66.91,4.5026040399,05/09/2020,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
109,677b2b4ab2e729f9a87263cf,Ciência de dados com python,livros,86.59,4.8994338145,05/10/2022,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
110,677b2b4ab2e729f9a87263fd,Modelagem preditiva,livros,87.49,2.2430183611,05/12/2021,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
111,677b2b4ab2e729f9a87263c7,Iniciando em programação,livros,75.81,1.6210934993,05/10/2021,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
112,677b2b4ab2e729f9a87263e6,Ciência de dados com python,livros,52.92,3.7062459703,05/11/2022,Beatriz Moraes,RJ,3,cartao_credito,4,-22.25,-42.66
113,677b2b4ab2e729f9a8726413,Ciência de dados com python,livros,63.46,6.5428704095,06/01/2021,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
114,677b2b4ab2e729f9a8726471,Ciência de dados com python,livros,64.18,10.9729722065,06/04/2020,Pedro Gomes,SP,5,cartao_credito,8,-22.19,-48.79
115,677b2b4ab2e729f9a8726485,Dashboards com Power BI,livros,52.31,5.9491664532,06/04/2022,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
116,677b2b4ab2e729f9a87264ee,Dashboards com Power BI,livros,48.51,0.0,06/09/2021,Felipe Santos,SP,4,cartao_credito,2,-22.19,-48.79
117,677b2b4ab2e729f9a872650e,Dashboards com Power BI,livros,59.19,3.6779544221,06/11/2020,Larissa Alves,RS,5,cartao_credito,1,-30.17,-53.5
118,677b2b4ab2e729f9a872655d,Ciência de dados com python,livros,58.99,0.0,07/01/2021,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
119,677b2b4ab2e729f9a87265b0,Iniciando em programação,livros,85.55,2.1397191975,07/04/2020,Thiago Silva,SP,1,cartao_credito,7,-22.19,-48.79
120,677b2b4ab2e729f9a8726651,Ciência de dados com python,livros,82.17,1.9597443659,07/12/2021,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
121,677b2b4ab2e729f9a8726660,Modelagem preditiva,livros,100.64,2.9432163006,08/01/2020,João Souza,SP,4,boleto,1,-22.19,-48.79
122,677b2b4ab2e729f9a8726662,Dashboards com Power BI,livros,54.04,6.0412837486,08/01/2021,Mariana Ferreira,PI,4,cartao_credito,7,-6.6,-42.28
123,677b2b4ab2e729f9a8726673,Modelagem preditiva,livros,97.21,2.7605791195,08/01/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
124,677b2b4ab2e729f9a8726680,Dashboards com Power BI,livros,41.45,2.8940999522,08/02/2020,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
125,677b2b4ab2e729f9a87266dc,Modelagem preditiva,livros,102.79,5.7563841749,08/04/2022,Lucas Oliveira,SP,4,cupom,1,-22.19,-48.79
126,677b2b4ab2e729f9a87266e7,Modelagem preditiva,livros,91.21,5.1397840122,08/05/2020,Mariana Ferreira,SP,4,cartao_credito,8,-22.19,-48.79
127,677b2b4ab2e729f9a87266fe,Dashboards com Power BI,livros,59.43,0.0,08/06/2020,Juliana Costa,DF,4,cupom,1,-15.83,-47.86
128,677b2b4ab2e729f9a872670f,Iniciando em programação,livros,51.68,3.2829090508,08/07/2020,Felipe Santos,RS,4,boleto,1,-30.17,-53.5
129,677b2b4ab2e729f9a8726754,Iniciando em programação,livros,54.71,3.8015580852,08/10/2020,Bianca Santos,SP,1,cartao_credito,10,-22.19,-48.79
130,677b2b4ab2e729f9a87267a4,Ciência de dados com python,livros,55.22,0.0,09/01/2023,Bruno Rodrigues,MG,4,cartao_credito,3,-18.1,-44.38
131,677b2b4ab2e729f9a87267ad,Iniciando em programação,livros,41.91,3.1714292499,09/02/2021,João Souza,MG,5,cartao_credito,3,-18.1,-44.38
132,677b2b4ab2e729f9a872641c,Modelagem preditiva,livros,93.15,2.5443963336,06/01/2022,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
133,677b2b4ab2e729f9a872642f,Modelagem preditiva,livros,91.05,2.4325776512,06/02/2020,Lucas Oliveira,PR,5,cartao_credito,3,-24.89,-51.55
134,677b2b4ab2e729f9a8726435,Dashboards com Power BI,livros,38.14,0.0,06/02/2020,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
135,677b2b4ab2e729f9a8726445,Dashboards com Power BI,livros,46.07,0.0,06/02/2022,Larissa Alves,PE,5,cartao_credito,1,-8.38,-37.86
136,677b2b4ab2e729f9a8726455,Dashboards com Power BI,livros,44.51,0.0,06/03/2020,Rafael Costa,SC,3,cartao_credito,10,-27.45,-50.95
137,677b2b4ab2e729f9a8726482,Ciência de dados com python,livros,79.17,1.8000033911,06/04/2022,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
138,677b2b4ab2e729f9a872656f,Ciência de dados com python,livros,56.82,0.0,07/01/2023,Bianca Santos,RJ,2,cartao_credito,1,-22.25,-42.66
139,677b2b4ab2e729f9a872661f,Iniciando em programação,livros,65.35,1.0641299672,07/09/2022,Bianca Santos,BA,4,cartao_debito,1,-13.29,-41.71
140,677b2b4ab2e729f9a8726659,Ciência de dados com python,livros,86.71,4.90017255,07/12/2022,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
141,677b2b4ab2e729f9a8726681,Iniciando em programação,livros,87.5,10.9010471513,08/02/2020,Camila Ribeiro,SP,5,cartao_credito,7,-22.19,-48.79
142,677b2b4ab2e729f9a8726691,Ciência de dados com python,livros,55.06,0.0,08/02/2022,Bianca Santos,PR,4,boleto,1,-24.89,-51.55
143,677b2b4ab2e729f9a87266b3,Ciência de dados com python,livros,62.93,0.0,08/03/2022,Mariana Ferreira,SP,5,cartao_credito,5,-22.19,-48.79
144,677b2b4ab2e729f9a8726444,Dashboards com Power BI,livros,46.28,2.7530475833,06/02/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
145,677b2b4ab2e729f9a872646d,Dashboards com Power BI,livros,45.83,0.0,06/03/2023,Pedro Gomes,RJ,2,cartao_credito,7,-22.25,-42.66
146,677b2b4ab2e729f9a8726476,Dashboards com Power BI,livros,40.71,0.0,06/04/2020,Larissa Alves,PE,5,cartao_credito,8,-8.38,-37.86
147,677b2b4ab2e729f9a872647a,Iniciando em programação,livros,41.11,2.7200883497,06/04/2021,Isabella Pereira,ES,4,cartao_credito,5,-19.19,-40.34
148,677b2b4ab2e729f9a87264d8,Modelagem preditiva,livros,87.27,5.1779694817,06/08/2021,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
149,677b2b4ab2e729f9a87264fe,Dashboards com Power BI,livros,59.46,12.2604524853,06/10/2020,Juliana Costa,PR,5,cartao_credito,1,-24.89,-51.55
150,677b2b4ab2e729f9a87266ce,Dashboards com Power BI,livros,58.54,4.005494063,08/04/2020,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
151,677b2b4ab2e729f9a872670c,Ciência de dados com python,livros,75.31,1.5944700035,08/06/2022,João Souza,MG,5,cartao_debito,1,-18.1,-44.38
152,677b2b4ab2e729f9a8726751,Iniciando em programação,livros,78.44,4.4598199295,08/10/2020,João Souza,MT,4,cartao_credito,3,-12.64,-55.42
153,677b2b4ab2e729f9a8726766,Dashboards com Power BI,livros,52.86,9.194250341,08/11/2020,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
154,677b2b4ab2e729f9a8726781,Modelagem preditiva,livros,101.02,5.6621369998,08/12/2021,Isabella Pereira,SP,4,cartao_credito,4,-22.19,-48.79
155,677b2b4ab2e729f9a87267c3,Iniciando em programação,livros,40.63,2.6945297937,09/02/2023,Mariana Ferreira,MG,3,cartao_credito,10,-18.1,-44.38
156,677b2b4ab2e729f9a8726519,Ciência de dados com python,livros,66.03,11.0714791409,06/11/2021,Bianca Santos,PR,5,cartao_credito,10,-24.89,-51.55
157,677b2b4ab2e729f9a8726549,Iniciando em programação,livros,70.62,4.2914070717,06/12/2022,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
158,677b2b4ab2e729f9a87265c8,Modelagem preditiva,livros,83.01,2.0044718388,07/05/2021,João Souza,SP,1,cartao_credito,3,-22.19,-48.79
159,677b2b4ab2e729f9a8726418,Iniciando em programação,livros,88.47,4.9995381587,06/01/2021,Thiago Silva,MG,5,cartao_credito,8,-18.1,-44.38
160,677b2b4ab2e729f9a8726483,Modelagem preditiva,livros,94.84,5.5762096725,06/04/2022,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
161,677b2b4ab2e729f9a87264e8,Iniciando em programação,livros,69.15,4.5704446439,06/09/2020,Bianca Santos,MG,1,cartao_credito,2,-18.1,-44.38
162,677b2b4ab2e729f9a87264f7,Dashboards com Power BI,livros,55.51,3.4868450286,06/09/2022,Bruno Rodrigues,CE,5,cartao_credito,3,-5.2,-39.53
163,677b2b4ab2e729f9a87264fc,Ciência de dados com python,livros,92.0,6.2978385734,06/10/2020,Beatriz Moraes,GO,4,cupom,1,-15.98,-49.86
164,677b2b4ab2e729f9a8726664,Iniciando em programação,livros,54.49,6.0652448948,08/01/2021,Rafael Costa,SP,5,cartao_credito,7,-22.19,-48.79
165,677b2b4ab2e729f9a872666b,Iniciando em programação,livros,67.85,3.8959342885,08/01/2022,Rafael Costa,MG,4,cartao_credito,2,-18.1,-44.38
166,677b2b4ab2e729f9a87266d8,Dashboards com Power BI,livros,58.62,3.6524431725,08/04/2021,Larissa Alves,GO,3,cartao_credito,1,-15.98,-49.86
167,677b2b4ab2e729f9a87266db,Ciência de dados com python,livros,52.36,3.676427655,08/04/2022,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
